state,county,county_fips,year,analyte_name,time_period,quarter,average_concentration,maximum_concentration,sdwa_limit,units,pws_id_number,pws_name,pws_primary_source_code,pws_population_served,pws_latitude,pws_longitude
Colorado,Douglas,08035,2013,HAA5 (haloacetic acids),Quarter,1,1.95,NA,60,ug/L,CO0118015,Centennial Wsd,SW,88042,39.52,-104.93
Colorado,Douglas,08035,2013,HAA5 (haloacetic acids),Quarter,2,14.525,NA,60,ug/L,CO0118015,Centennial Wsd,SW,88042,39.52,-104.93
Colorado,Douglas,08035,2013,HAA5 (haloacetic acids),Quarter,3,10.1125,NA,60,ug/L,CO0118015,Centennial Wsd,SW,88042,39.52,-104.93
Colorado,Douglas,08035,2013,HAA5 (haloacetic acids),Quarter,4,14.525,NA,60,ug/L,CO0118015,Centennial Wsd,SW,88042,39.52,-104.93
Colorado,Douglas,08035,2014,HAA5 (haloacetic acids),Year,0,13.5339,29.6,60,ug/L,CO0118015,Centennial Wsd,SW,88042,39.52,-104.94
Colorado,Douglas,08035,2014,HAA5 (haloacetic acids),Quarter,1,14.2786,NA,60,ug/L,CO0118015,Centennial Wsd,SW,88042,39.52,-104.94
Colorado,Douglas,08035,2014,HAA5 (haloacetic acids),Quarter,2,14.2125,NA,60,ug/L,CO0118015,Centennial Wsd,SW,88042,39.52,-104.94
Colorado,Douglas,08035,2014,HAA5 (haloacetic acids),Quarter,3,13.3125,NA,60,ug/L,CO0118015,Centennial Wsd,SW,88042,39.52,-104.94
Colorado,Douglas,08035,2014,HAA5 (haloacetic acids),Quarter,4,11.5875,NA,60,ug/L,CO0118015,Centennial Wsd,SW,88042,39.52,-104.94
Colorado,Douglas,08035,2015,HAA5 (haloacetic acids),Quarter,4,11.8125,NA,60,ug/L,CO0118015,Centennial Wsd,SW,88042,39.52,-104.94
Colorado,Douglas,08035,2015,HAA5 (haloacetic acids),Quarter,3,5.0563,NA,60,ug/L,CO0118015,Centennial Wsd,SW,88042,39.52,-104.94
Colorado,Douglas,08035,2015,HAA5 (haloacetic acids),Quarter,2,20.4625,NA,60,ug/L,CO0118015,Centennial Wsd,SW,88042,39.52,-104.94
Colorado,Douglas,08035,2015,HAA5 (haloacetic acids),Year,0,11.8925,23.1,60,ug/L,CO0118015,Centennial Wsd,SW,88042,39.52,-104.94
Colorado,Douglas,08035,2015,HAA5 (haloacetic acids),Quarter,1,17.075,NA,60,ug/L,CO0118015,Centennial Wsd,SW,88042,39.52,-104.94
Colorado,Douglas,08035,2012,HAA5 (haloacetic acids),Quarter,4,1.05,NA,60,ug/L,CO0118015,Centennial Wsd,SW,88042,39.52,-104.94
Colorado,Douglas,08035,2012,HAA5 (haloacetic acids),Year,0,10.2625,18.8,60,ug/L,CO0118015,Centennial Wsd,SW,88042,39.52,-104.94
Colorado,Douglas,08035,2012,HAA5 (haloacetic acids),Quarter,2,10.8,NA,60,ug/L,CO0118015,Centennial Wsd,SW,88042,39.52,-104.94
Colorado,Douglas,08035,2012,HAA5 (haloacetic acids),Quarter,1,11.2,NA,60,ug/L,CO0118015,Centennial Wsd,SW,88042,39.52,-104.94
Colorado,Douglas,08035,2012,HAA5 (haloacetic acids),Quarter,3,18,NA,60,ug/L,CO0118015,Centennial Wsd,SW,88042,39.52,-104.94
Colorado,Douglas,08035,2016,HAA5 (haloacetic acids),Year,0,19.734,40.1,60,ug/L,CO0118015,Centennial Wsd,SW,96394,39.52,-104.94
Colorado,Douglas,08035,2016,HAA5 (haloacetic acids),Quarter,1,26.156,NA,60,ug/L,CO0118015,Centennial Wsd,SW,96394,39.52,-104.94
Colorado,Douglas,08035,2016,HAA5 (haloacetic acids),Quarter,2,18.28,NA,60,ug/L,CO0118015,Centennial Wsd,SW,96394,39.52,-104.94
Colorado,Douglas,08035,2016,HAA5 (haloacetic acids),Quarter,3,11.725,NA,60,ug/L,CO0118015,Centennial Wsd,SW,96394,39.52,-104.94
Colorado,Douglas,08035,2016,HAA5 (haloacetic acids),Quarter,4,16.35,NA,60,ug/L,CO0118015,Centennial Wsd,SW,96394,39.52,-104.94
Colorado,Douglas,08035,2017,HAA5 (haloacetic acids),Year,0,11.2719,19.6,60,ug/L,CO0118015,Centennial Wsd,SW,96394,39.52,-104.94
Colorado,Douglas,08035,2017,HAA5 (haloacetic acids),Quarter,1,2.1875,NA,60,ug/L,CO0118015,Centennial Wsd,SW,96394,39.52,-104.94
Colorado,Douglas,08035,2017,HAA5 (haloacetic acids),Quarter,2,17.3,NA,60,ug/L,CO0118015,Centennial Wsd,SW,96394,39.52,-104.94
Colorado,Douglas,08035,2017,HAA5 (haloacetic acids),Quarter,3,14.425,NA,60,ug/L,CO0118015,Centennial Wsd,SW,96394,39.52,-104.94
Colorado,Douglas,08035,2017,HAA5 (haloacetic acids),Quarter,4,11.175,NA,60,ug/L,CO0118015,Centennial Wsd,SW,96394,39.52,-104.94
Colorado,Douglas,08035,2018,HAA5 (haloacetic acids),Year,0,12.4313,18,60,ug/L,CO0118015,CENTENNIAL WSD,SW,96394,39.52,-104.94
Colorado,Douglas,08035,2018,HAA5 (haloacetic acids),Quarter,1,10.1,NA,60,ug/L,CO0118015,CENTENNIAL WSD,SW,96394,39.52,-104.94
Colorado,Douglas,08035,2018,HAA5 (haloacetic acids),Quarter,2,12.6875,NA,60,ug/L,CO0118015,CENTENNIAL WSD,SW,96394,39.52,-104.94
Colorado,Douglas,08035,2018,HAA5 (haloacetic acids),Quarter,3,14.6375,NA,60,ug/L,CO0118015,CENTENNIAL WSD,SW,96394,39.52,-104.94
Colorado,Douglas,08035,2018,HAA5 (haloacetic acids),Quarter,4,12.3,NA,60,ug/L,CO0118015,CENTENNIAL WSD,SW,96394,39.52,-104.94
Colorado,Douglas,08035,1999,Nitrate,Year,0,0,0.1,10,mg/L,CO0118015,Centennial Wsd,SW,88042,39.52,-104.94
Colorado,Douglas,08035,1999,Nitrate,Quarter,3,0,0.1,10,mg/L,CO0118015,Centennial Wsd,SW,88042,39.52,-104.94
Colorado,Douglas,08035,2005,Nitrate,Year,0,0.1,0.3,10,mg/L,CO0118015,Centennial Wsd,SW,88042,39.52,-104.93
Colorado,Douglas,08035,2005,Nitrate,Quarter,3,0.3,0.3,10,mg/L,CO0118015,Centennial Wsd,SW,88042,39.52,-104.93
Colorado,Douglas,08035,2005,Nitrate,Quarter,4,0,0,10,mg/L,CO0118015,Centennial Wsd,SW,88042,39.52,-104.93
Colorado,Douglas,08035,2006,Nitrate,Year,0,0.1,0.1,10,mg/L,CO0118015,Centennial Wsd,SW,88042,39.52,-104.94
Colorado,Douglas,08035,2006,Nitrate,Quarter,2,0.1,0.1,10,mg/L,CO0118015,Centennial Wsd,SW,88042,39.52,-104.94
Colorado,Douglas,08035,2006,Nitrate,Quarter,3,0,0,10,mg/L,CO0118015,Centennial Wsd,SW,88042,39.52,-104.94
Colorado,Douglas,08035,2007,Nitrate,Year,0,0.1,0.2,10,mg/L,CO0118015,Centennial Wsd,SW,88042,39.52,-104.94
Colorado,Douglas,08035,2007,Nitrate,Quarter,3,0.1,0.2,10,mg/L,CO0118015,Centennial Wsd,SW,88042,39.52,-104.94
Colorado,Douglas,08035,2008,Nitrate,Year,0,0.1,0.2,10,mg/L,CO0118015,Centennial Wsd,SW,88042,39.52,-104.94
Colorado,Douglas,08035,2008,Nitrate,Quarter,2,0,0,10,mg/L,CO0118015,Centennial Wsd,SW,88042,39.52,-104.94
Colorado,Douglas,08035,2008,Nitrate,Quarter,3,0.1,0.2,10,mg/L,CO0118015,Centennial Wsd,SW,88042,39.52,-104.94
Colorado,Douglas,08035,2009,Nitrate,Year,0,0.1,0.4,10,mg/L,CO0118015,Centennial Wsd,SW,88042,39.52,-104.93
Colorado,Douglas,08035,2009,Nitrate,Quarter,1,0.1,0.4,10,mg/L,CO0118015,Centennial Wsd,SW,88042,39.52,-104.93
Colorado,Douglas,08035,2010,Nitrate,Year,0,0.1,0.1,10,mg/L,CO0118015,Centennial Wsd,SW,88042,39.52,-104.94
Colorado,Douglas,08035,2010,Nitrate,Quarter,3,0.1,0.1,10,mg/L,CO0118015,Centennial Wsd,SW,88042,39.52,-104.94
Colorado,Douglas,08035,2011,Nitrate,Year,0,0.1,0.1,10,mg/L,CO0118015,Centennial Wsd,SW,88042,39.52,-104.94
Colorado,Douglas,08035,2011,Nitrate,Quarter,3,0.1,0.1,10,mg/L,CO0118015,Centennial Wsd,SW,88042,39.52,-104.94
Colorado,Douglas,08035,2000,Nitrate,Year,0,0,0,10,mg/L,CO0118015,Centennial Wsd,SW,88042,39.52,-104.94
Colorado,Douglas,08035,2000,Nitrate,Quarter,2,0,0,10,mg/L,CO0118015,Centennial Wsd,SW,88042,39.52,-104.94
Colorado,Douglas,08035,2000,Nitrate,Quarter,3,0,0,10,mg/L,CO0118015,Centennial Wsd,SW,88042,39.52,-104.94
Colorado,Douglas,08035,2001,Nitrate,Year,0,0.1,0.1,10,mg/L,CO0118015,Centennial Wsd,SW,88042,39.52,-104.94
Colorado,Douglas,08035,2001,Nitrate,Quarter,3,0.1,0.1,10,mg/L,CO0118015,Centennial Wsd,SW,88042,39.52,-104.94
Colorado,Douglas,08035,2001,Nitrate,Quarter,4,0,0,10,mg/L,CO0118015,Centennial Wsd,SW,88042,39.52,-104.94
Colorado,Douglas,08035,2002,Nitrate,Year,0,0.1,0.2,10,mg/L,CO0118015,Centennial Wsd,SW,88042,39.52,-104.94
Colorado,Douglas,08035,2002,Nitrate,Quarter,2,0.1,0.2,10,mg/L,CO0118015,Centennial Wsd,SW,88042,39.52,-104.94
Colorado,Douglas,08035,2003,Nitrate,Year,0,0.1,0.2,10,mg/L,CO0118015,Centennial Wsd,SW,88042,39.52,-104.94
Colorado,Douglas,08035,2003,Nitrate,Quarter,3,0.1,0.2,10,mg/L,CO0118015,Centennial Wsd,SW,88042,39.52,-104.94
Colorado,Douglas,08035,2004,Nitrate,Year,0,0.1,0.1,10,mg/L,CO0118015,Centennial Wsd,SW,88042,39.52,-104.94
Colorado,Douglas,08035,2004,Nitrate,Quarter,2,0.1,0.1,10,mg/L,CO0118015,Centennial Wsd,SW,88042,39.52,-104.94
Colorado,Douglas,08035,2015,Nitrate,Quarter,3,0.05,NA,10,mg/L,CO0118015,Centennial Wsd,SW,88042,39.52,-104.94
Colorado,Douglas,08035,2015,Nitrate,Year,0,0.05,0.06,10,mg/L,CO0118015,Centennial Wsd,SW,88042,39.52,-104.94
Colorado,Douglas,08035,2013,Nitrate,Year,0,0.08,0.09,10,mg/L,CO0118015,Centennial Wsd,SW,88042,39.52,-104.93
Colorado,Douglas,08035,2013,Nitrate,Quarter,1,0.08,NA,10,mg/L,CO0118015,Centennial Wsd,SW,88042,39.52,-104.93
Colorado,Douglas,08035,2013,Nitrate,Quarter,3,0.09,NA,10,mg/L,CO0118015,Centennial Wsd,SW,88042,39.52,-104.93
Colorado,Douglas,08035,2014,Nitrate,Year,0,0.04,0.05,10,mg/L,CO0118015,Centennial Wsd,SW,88042,39.52,-104.94
Colorado,Douglas,08035,2014,Nitrate,Quarter,3,0.04,NA,10,mg/L,CO0118015,Centennial Wsd,SW,88042,39.52,-104.94
Colorado,Douglas,08035,2012,Nitrate,Quarter,4,0.005,NA,10,mg/L,CO0118015,Centennial Wsd,SW,88042,39.52,-104.94
Colorado,Douglas,08035,2012,Nitrate,Year,0,0.0367,0.1,10,mg/L,CO0118015,Centennial Wsd,SW,88042,39.52,-104.94
Colorado,Douglas,08035,2012,Nitrate,Quarter,3,0.0525,NA,10,mg/L,CO0118015,Centennial Wsd,SW,88042,39.52,-104.94
Colorado,Douglas,08035,2016,Nitrate,Year,0,0.06,0.09,10,mg/L,CO0118015,Centennial Wsd,SW,96394,39.52,-104.94
Colorado,Douglas,08035,2016,Nitrate,Quarter,3,0.06,NA,10,mg/L,CO0118015,Centennial Wsd,SW,96394,39.52,-104.94
Colorado,Douglas,08035,2017,Nitrate,Year,0,0.2167,0.5,10,mg/L,CO0118015,Centennial Wsd,SW,96394,39.52,-104.94
Colorado,Douglas,08035,2017,Nitrate,Quarter,1,0.26,NA,10,mg/L,CO0118015,Centennial Wsd,SW,96394,39.52,-104.94
Colorado,Douglas,08035,2017,Nitrate,Quarter,3,0.13,NA,10,mg/L,CO0118015,Centennial Wsd,SW,96394,39.52,-104.94
Colorado,Douglas,08035,2018,Nitrate,Year,0,0.3667,0.5,10,mg/L,CO0118015,CENTENNIAL WSD,SW,96394,39.52,-104.94
Colorado,Douglas,08035,2018,Nitrate,Quarter,3,0.3667,NA,10,mg/L,CO0118015,CENTENNIAL WSD,SW,96394,39.52,-104.94
Colorado,Douglas,08035,1999,PCE (tetrachloroethylene),Year,0,0.3,0.3,5,ug/L,CO0118015,Centennial Wsd,SW,88042,39.52,-104.94
Colorado,Douglas,08035,2005,PCE (tetrachloroethylene),Year,0,0.3,0.3,5,ug/L,CO0118015,Centennial Wsd,SW,88042,39.52,-104.93
Colorado,Douglas,08035,2006,PCE (tetrachloroethylene),Year,0,0.3,0.3,5,ug/L,CO0118015,Centennial Wsd,SW,88042,39.52,-104.94
Colorado,Douglas,08035,2007,PCE (tetrachloroethylene),Year,0,0.3,0.3,5,ug/L,CO0118015,Centennial Wsd,SW,88042,39.52,-104.94
Colorado,Douglas,08035,2008,PCE (tetrachloroethylene),Year,0,0.3,0.3,5,ug/L,CO0118015,Centennial Wsd,SW,88042,39.52,-104.94
Colorado,Douglas,08035,2009,PCE (tetrachloroethylene),Year,0,0.3,0.3,5,ug/L,CO0118015,Centennial Wsd,SW,88042,39.52,-104.93
Colorado,Douglas,08035,2010,PCE (tetrachloroethylene),Year,0,0.3,0.3,5,ug/L,CO0118015,Centennial Wsd,SW,88042,39.52,-104.94
Colorado,Douglas,08035,2011,PCE (tetrachloroethylene),Year,0,0.3,0.3,5,ug/L,CO0118015,Centennial Wsd,SW,88042,39.52,-104.94
Colorado,Douglas,08035,2000,PCE (tetrachloroethylene),Year,0,0.3,0.3,5,ug/L,CO0118015,Centennial Wsd,SW,88042,39.52,-104.94
Colorado,Douglas,08035,2001,PCE (tetrachloroethylene),Year,0,0.3,0.3,5,ug/L,CO0118015,Centennial Wsd,SW,88042,39.52,-104.94
Colorado,Douglas,08035,2002,PCE (tetrachloroethylene),Year,0,0.3,0.3,5,ug/L,CO0118015,Centennial Wsd,SW,88042,39.52,-104.94
Colorado,Douglas,08035,2003,PCE (tetrachloroethylene),Year,0,0.3,0.3,5,ug/L,CO0118015,Centennial Wsd,SW,88042,39.52,-104.94
Colorado,Douglas,08035,2004,PCE (tetrachloroethylene),Year,0,0.3,0.3,5,ug/L,CO0118015,Centennial Wsd,SW,88042,39.52,-104.94
Colorado,Douglas,08035,2013,PCE (tetrachloroethylene),Year,0,0.25,0.25,5,ug/L,CO0118015,Centennial Wsd,SW,88042,39.52,-104.93
Colorado,Douglas,08035,2014,PCE (tetrachloroethylene),Year,0,0.25,NA,5,ug/L,CO0118015,Centennial Wsd,SW,88042,39.52,-104.94
Colorado,Douglas,08035,2015,PCE (tetrachloroethylene),Year,0,0.25,0.25,5,ug/L,CO0118015,Centennial Wsd,SW,88042,39.52,-104.94
Colorado,Douglas,08035,2012,PCE (tetrachloroethylene),Year,0,0.25,0.25,5,ug/L,CO0118015,Centennial Wsd,SW,88042,39.52,-104.94
Colorado,Douglas,08035,2016,PCE (tetrachloroethylene),Year,0,0.25,0.25,5,ug/L,CO0118015,Centennial Wsd,SW,96394,39.52,-104.94
Colorado,Douglas,08035,2017,PCE (tetrachloroethylene),Year,0,0.25,0.25,5,ug/L,CO0118015,Centennial Wsd,SW,96394,39.52,-104.94
Colorado,Douglas,08035,2018,PCE (tetrachloroethylene),Year,0,0.25,0.25,5,ug/L,CO0118015,CENTENNIAL WSD,SW,96394,39.52,-104.94
Colorado,Douglas,08035,2005,Radium,Year,0,1.5,2.8,5,pCi/L,CO0118015,Centennial Wsd,SW,88042,39.52,-104.93
Colorado,Douglas,08035,2006,Radium,Year,0,1.4,2.3,5,pCi/L,CO0118015,Centennial Wsd,SW,88042,39.52,-104.94
Colorado,Douglas,08035,2007,Radium,Year,0,1.4,2.1,5,pCi/L,CO0118015,Centennial Wsd,SW,88042,39.52,-104.94
Colorado,Douglas,08035,2008,Radium,Year,0,1.5,2.7,5,pCi/L,CO0118015,Centennial Wsd,SW,88042,39.52,-104.94
Colorado,Douglas,08035,2009,Radium,Year,0,1.9,2.9,5,pCi/L,CO0118015,Centennial Wsd,SW,88042,39.52,-104.93
Colorado,Douglas,08035,2010,Radium,Year,0,0.1,0.1,5,pCi/L,CO0118015,Centennial Wsd,SW,88042,39.52,-104.94
Colorado,Douglas,08035,2011,Radium,Year,0,0.1,0.1,5,pCi/L,CO0118015,Centennial Wsd,SW,88042,39.52,-104.94
Colorado,Douglas,08035,2003,Radium,Year,0,1.2,1.6,5,pCi/L,CO0118015,Centennial Wsd,SW,88042,39.52,-104.94
